ID,Name,Address,Type
C870264,72 WEST 82ND STREET,"72 WEST 82ND STREET, NEW YORK, NY, 10024",COOPERATIVE
C870452,311 EAST 83RD STREET,"311 EAST 83RD STREET, NEW YORK, NY, 10028",COOPERATIVE
C880015,24 CANOE PLACE ROAD,"24 CANOE PLACE ROAD, HAMPTON BAYS, NY, 11946",COOPERATIVE
C880203,488 MAPLE STREET,"488 MAPLE STREET, BROOKLYN, NY, 11225",COOPERATIVE
CD960036,VAN BUREN CONDOMINIUM,"40 VAN BUREN DRIVE, MONROE, NY, 10950",CONDOMINIUM
H890085,OLD MASTIC ESTATES,"PRIVATE ROAD, MASTIC BEACH, BROOKHAVEN, NY, 11951",HOMEOWNERS ASSOCIATION
NY820024,32-34 EAST 2ND STREET,"32-34 EAST 2ND STREET, NEW YORK, NY, 10003",COOPERATIVE
NY840029,242-2 SOUTH 2ND STREET,"242-2 SOUTH 2ND STREET, NEW YORK, NY, 99999",OTHER
C800515,VAN RENSSELAER SPORTS LTD,"182 GRAND ST., NEW YORK, NY, 10013",COOPERATIVE
C840270,419 WEST 48TH STREET,"419 WEST 48TH STREET, NEW YORK, NY, 10036",COOPERATIVE
C840511,755-765 BRONX RIVER ROAD,"755-765 BRONX RIVER ROAD, YONKERS, NY, 10708",COOPERATIVE
C870599,92-29 LAMONT AVENUE,"92-29 LAMONT AVENUE, ELMHURST, NY, 11373",COOPERATIVE
C880388,1616 BEVERLY ROAD,"1616 BEVERLY ROAD, BROOKLYN, NY, 11226",COOPERATIVE
CD870361,WAVE CREST CONDOMINIUM,"TENNYSON DRIVE & HEINZ AVENUE, STATEN ISLAND, NY, 10314",CONDOMINIUM
CD890029,TROTTA ARMS CONDOMINIUM,"163 HALSTEAD AVENUE, HARRISON, NY, 10528",CONDOMINIUM
CD890043,DITMAS PRO-MED CENTER,"23-09 31ST STREET, ASTORIA, NY, 11103",CONDOMINIUM
CD890106,VILLA VICTORIA CONDOMINIUM,"2475 PALISADES AVENUE, RIVERDALE, NY, 10463",CONDOMINIUM
CD910060,BETHUNE HOMES COND0,"63-89 BETHUNE BOULEVARD, SPRING VALLEY, NY, 10977",CONDOMINIUM
H850102,WHITE BIRCH-MEWS H.O.A.(RESUBMIT),"BENSON STREET, HINTON STREET & WOODROW ROAD, STATEN ISLAND, NY, 10312",HOMEOWNERS ASSOCIATION
H870137,ARBORS II IN THE ISLES OF TAMARAC (CPS-1),"10026 N.W. 70TH STREET, TAMARAC, FL, 33321",HOMEOWNERS ASSOCIATION
H880010,MILL CREEK HOA,"ADIRONDACK RD, HORICON, NY",HOMEOWNERS ASSOCIATION
NY900030,810 EAST 178TH STREETHDFC,"810 EAST 178TH STREET, BRONX, NY, 10460",OTHER
NY940003,230 LEE AVENUE HDFC,"230 LEE AVENUE, BROOKLYN, NY, 11206",OTHER
C810015,348 W. 36TH ST.,"348 W. 36TH ST., NEW YORK, NY, 10001",COOPERATIVE
C810617,322 EAST 85TH STREET,"322 E. 85TH ST., NEW YORK, NY, 10028",COOPERATIVE
C850011,43-08 41ST STREET COOPERATIVE,"43-08 41ST STREET, SUNNYSIDE, NY, 11104",COOPERATIVE
C850232,BALDWIN ESTATES,"PERSHING BOULEVARD, BALDWIN, NY, 11510",COOPERATIVE
C860561,131-02 NEWPORT AVENUE,"131-02 NEWPORT AVENUE, BELLE HARBOR, NY, 11694",COOPERATIVE
C860670,350 SEVENTH STREET,"350 SEVENTH STREET, BROOKLYN, NY, 11215",COOPERATIVE
C890067,134 HAVEN AVE.(ABANDONED 1/4/91 3RD AMEND),"134 HAVEN AVENUE, NEW YORK, NY, 10032",COOPERATIVE
CD820029,CROCHERON GARDENS CONDO.,"170-20 CROCHERON AVE., FLUSHING, NY, 11358",CONDOMINIUM
CD820165,SEAWINDS,"5080 NORTH OCEAN DRIVE, RIVIERA, FL, 33404",CONDOMINIUM
CD850020,DEAUVILLE AT POINCIANA CONDO (CPS-1),"3536 POINCIANA DR., LAKE WORTH, FL, 33467",CONDOMINIUM
CD850213,CLEARBROOK QUEENSWAY VILLAGE CD # 16(SOLD OUT,"MONROE TOWNSHIP --(SOLD OUT 11/24/87, JAMESBURG, NJ, 08831",CONDOMINIUM
CD860270,CHEMPLEVE CONDO.,"177 ST. MARKS AVENUE, BROOKLYN, NY, 11217",CONDOMINIUM
CD870211,JENSEN BEACH CLUB,"4470 NE OCEAN BOULEVARD, JENSEN BEACH, FL, 33562",CONDOMINIUM
CD880239,QUEENS GARDEN CONDOMINIUM,"46-11 88TH STREET, ELMHURST, NY",CONDOMINIUM
NY920005,74 5TH AVENUEHDFC  (NEW #NY 92-034),"74 5 TH AVENUE, BROOKLYN, NY",OTHER
C790142,173-74 OWNERS CORPORATION,"173 EAST 74TH ST., NEW YORK, NY, 10021",COOPERATIVE
C800278,245-247 E. 62ND OWNERS CORP.,"245-247 E. 62ND ST., NEW YORK, NY, 10021",COOPERATIVE
C820340,"WARNER HOUSE APTS. (CPS-5, #90-035)","67-41 BURNS STREET, FOREST HILLS, NY, 11375",COOPERATIVE
C850044,FLOWERVIEW GARDENS,"55 TULIP AVE.,/91 TULIP AVE.,/5 ADELAIDE ST., FLORAL PARK, NY, 11001",COOPERATIVE
C870234,60 SEAMAN AVENUE,"60 SEAMAN AVENUE, NEW YORK, NY, 10034",COOPERATIVE
C870422,323 CARLTON AVENUE,"323 CARLTON AVENUE, BROOKLYN, NY, 11205",COOPERATIVE
CC880038,3145 BRIGHTON FOURTH CONDOMINIUM,"3145 BRIGHTON FOURTH STREET, BROOKLYN, NY, 11235",COOPERATIVE/CONDOMINIUM
CD860396,GRAMERCY PLACE CONDOMINIUM,"280 PARK AVENUE SOUTH, NEW YORK, NY, 10010",CONDOMINIUM
CD870411,LARCHMONT PROF CENTER CONDO (RS-3 FILED),"1385 BOSTON POST ROAD, LARCHMONT, NY, 10538",CONDOMINIUM
CD880097,HALF MOON BAY CONDOMINIUM PHASE III,"VILLAGE OF CROTON-ON-HUDSON, CROTON-ON-HUDSON, NY",CONDOMINIUM
CD930063,54 ELDRIDGE STREET CONDOMINIUM (RESUBMIT),"54 ELDRIDGE STREET, NEW YORK, NY, 10029",CONDOMINIUM
H860168,OLDE POINT VILLAS II (CPS-1),"P.O. BOX 249, HAMPSTEAD, NC, 28443",HOMEOWNERS ASSOCIATION
H880179,LAGUNA AT CLUB MISSION BAY(CPS-1),"20850 SANTA LAGUNA DRIVE, BOCA RATON, FL, 33428",HOMEOWNERS ASSOCIATION
H920068,FAIRWAY VIEWS AT CAROLINA COUNTRY CL (CPS),"7300 PINEWALK DRIVE SOUTH, MARGATE, FL, 33541",HOMEOWNERS ASSOCIATION
NY840028,509 WEST 142ND STREET,"509 WEST 142ND STREET, NEW YORK, NY, 99999",OTHER
C840112,127 PARK PLACE,"127 PARK PLACE, BROOKLYN, NY, 11201",COOPERATIVE
C840228,"BOULEVARD APARTMENTS, INC. *(CPS-8 #02/016)","103-26 AND 103-30 68TH AVENUE, FOREST HILLS, NY, 11375",COOPERATIVE
C860038,918 EAST 14TH STREET,"918 EAST 14TH STREET, BROOKLYN, NY, 11230",COOPERATIVE
C860189,1053 EAST 13TH STREET,"1053 EAST 13TH STREET, BROOKLYN, NY, 11230",COOPERATIVE
C860308,407 W 40TH STREET,"407 W 40TH STREET, NEW YORK, NY, 10003",COOPERATIVE
C930014,1384 CARROLL STREET,"1384 CARROLL STREET, BROOKLYN, NY, 11213",COOPERATIVE
CC850025,233 EAST 69TH STREET,"233 EAST 69TH STREET       (OLD# C85-235), NEW YORK, NY, 10021",COOPERATIVE/CONDOMINIUM
CD810124,HUDSON GARDENS CONDO,"530 HUDSON AVE., CEDARHURST, NY, 11516",CONDOMINIUM
CD840150,34-20 83RD STREET,"34-20 83RD STREET, 35-20 83RD STREET, JACKSON HEIGHTS, NY, 11372",CONDOMINIUM
CD880443,31-28 29TH STREET,"31-28 29TH STREET, ASTORIA, NY, 11106",CONDOMINIUM
CD880490,RIVA POINTE AT LINCOLN HARBOR CONDO PHASE I,"600 HARBOR BOULEVARD, WEEHAWKEN, NJ, 07087",CONDOMINIUM
CD920097,STUYVESANT CONDOMINIUM (RESUBMIT),"77-81-83-85 STUYVESANT AVENUE, BROOKLYN, NY, 11221",CONDOMINIUM
CD960093,NURSERY ESTATE CONDOMINIUM,"KOSNITZ ROAD, MONROE, NY, 10950",CONDOMINIUM
NY890052,63 FRANKLIN STREET,"63 FRANKLIN STREET, BROOKLYN, NY, 11222",OTHER
T870002,GOLDEN STRAND OCEAN VILLA RESORT,"17901 COLLINS AVENUE, N. MIAMI BEACH, FL, 33160",OTHER
C790408,345 EAST 19TH ST,"345 EAST 19TH ST, NEW YORK, NY, 10009",COOPERATIVE
C800326,"216 PROPERTY, INC.","216 LINCOLN PLACE, BROOKLYN, NY, 11217",COOPERATIVE
C810325,35-05 167TH ST.,"35-05 167TH ST., FLUSHING, NY, 11365",COOPERATIVE
C810444,306-312 DEAN STREET (RESUBMIT),"306-312 DEAN STREET, BROOKLYN, NY, 11217",COOPERATIVE
C830323,1801 OCEAN AVENUE CORP *CPS-5-10/014*,"1801 OCEAN AVENUE, BROOKLYN, NY, 11230",COOPERATIVE
C850052,135 CLINTON AVENUE,"135 CLINTON AVENUE, BROOKLYN, NY, 11205",COOPERATIVE
C850676,41-16 47TH AVENUE,"41-16 47TH AVENUE, SUNNYSIDE, NY, 11104",COOPERATIVE
CD820058,GEORGETOWN SQUARE CONDOMINIUM,"274-284 HOOKER AVENUE, POUGHKEEPSIE, NY, 12601",CONDOMINIUM
CD860008,"GRAND HARBOR VERO BEACH, PH I (CPS-1)","NORTH U.S. 1, VERO BEACH, FL, 32963",CONDOMINIUM
CD870514,382 WARREN CONDO,"382 WARREN STREET, BROOKLYN, NY, 11201",CONDOMINIUM
CD890054,NARLAN PAVILLION CONDOMINIUM,"NORTH MAIN STREET, NEW CITY, NY, 10956",CONDOMINIUM
H910057,WIMBLEDON ESTATES HOA,"HARRIS ROAD, TOWN OF PENFIELD, NY, 14526",HOMEOWNERS ASSOCIATION
H930022,LILLIE LANE HOA ASSOCIATION INC,"LILLIE LANE, STATEN ISLAND, NY, 10314",HOMEOWNERS ASSOCIATION
H930024,CENTERBAR HEIGHTS HOA INC,"NEW YORK STATE ROUTE 32, MOREAU, NY, 12866",HOMEOWNERS ASSOCIATION
NY900037,129-31 EAST 102ND STREET HDFC,"129-31 EAST 102ND STREET, NEW YORK, NY",OTHER
C800443,"5-19 W 14TH ST,10 W 15TH ST.  *CPS-5-01-012*","5-19 WEST 14TH STREET, 10 W. 15TH ST, NEW YORK, NY, 10011",COOPERATIVE
C800590,101 WEST 23RD STREET,"101 WEST 23RD STREET, NEW YORK, NY, 10011",COOPERATIVE
C820039,UTOPIA APARTMENTS,"37-15 UTOPIA PKWY, AUBURNDALE, NY, 11358",COOPERATIVE
C820441,4315 WEBSTER AVENUE,"4315 WEBSTER AVENUE, BRONX, NY, 10470",COOPERATIVE
C850133,GENTRY APARTMENTS,"310-330 LENOX ROAD, BROOKLYN, NY, 11226",COOPERATIVE
C880026,40 WASHINGTON STREET,"40 WASHINGTON STREET, EAST ORANGE, NJ, 07107",COOPERATIVE
CD820116,BEAVER LAKE AT WESTHAMPTON,"MONTAUK HIGHWAY, SOUTHAMPTON, NY, 11978",CONDOMINIUM
CD850459,FALK AND FINE BUILDING CONDO (RESUBMIT),"241 ELDRIDGE STREET, NEW YORK, NY, 10002",CONDOMINIUM
CD860295,PACKARD ESTATES CONDOMINIUM III,"12 WEST TERRACE, LAKEWOOD, NY, 14750",CONDOMINIUM
CD880293,BIGSBEE VILLAGE CONDOMINIUM,"CURRY ROAD, ROTTENDAM, NY, 12306",CONDOMINIUM
CD890467,CONCORDE CONDOMINIUM,"220 EAST 65TH STREET, NEW YORK, NY, 10021",CONDOMINIUM
CD940034,KNOLLS OF FOX HILL CONDO I,"OAKLEIGH AVENUE, BIATING HOLLOW, NY, 11933",CONDOMINIUM
H900106,COLORS LE PALAIS AT RAINBOW LAKES(CPS-1),"5900 N W 22ND AVENUE, BOYNTON BEACH, FL, 33437",HOMEOWNERS ASSOCIATION
NY870020,1015 SUMMIT AVENUE,"1015 SUMMIT AVENUE, BRONX, NY",COOPERATIVE
NY890022,452 BEDFORD AVENUE HDFC,"452 BEDFORD AVENUE, BROOKLYN, NY",OTHER
C790154,53 EAST 75TH STREET CORP,"53 EAST 75TH STREET, NEW YORK, NY, 10021",COOPERATIVE
C800232,815 CARROL ST. HOUSING CORP.,"815 CARROL ST., BROOKLYN, NY, 11215",COOPERATIVE
C820336,2155 82ND STREET,"2155 82ND STREET, BROOKLYN, NY, 11214",COOPERATIVE
C820352,103 E. 10TH STREET,"103 E. 10TH STREET, NEW YORK, NY, 10003",COOPERATIVE
C860602,786 WASHINGTON AVENUE,"786 WASHINGTON AVENUE, BROOKLYN, NY, 11238",COOPERATIVE
C870098,159-167 EAST 91ST STREET,"159-167 EAST 91ST STREET, NEW YORK, NY, 10128",COOPERATIVE
C870169,302-304 MOTT STREET,"302-304 MOTT STREET, NEW YORK, NY, 10012",COOPERATIVE
CC880016,3555 BAINBRIDGE AV (ABAND RS-3 FILED 4/26/89),"3555 BAINBRIDGE AVENUE, BROOKLYN, NY, 11233",COOPERATIVE/CONDOMINIUM
CD810183,BUCKINGHAM TOWERS CONDOMINIUM I(RESUBMIT),"800 PALISADES AVENUE, FT LEE, NJ, 07024",CONDOMINIUM
CD870509,NORTHWOOD VILLAGE AT BAYPORT CONDO,"999 MONTAUK HIGHWAY, BAYPORT, NY, 11705",CONDOMINIUM
CD890421,HAVEMEYER STREET CONDO (THE),"28, 30 & 32 HAVEMEYER, BROOKLYN, NY, 11211",CONDOMINIUM
CD910077,LAKEBRIDGE CLUB CONDO II,"LAWRENCE ROAD, KINGS PARK, NY, 11754",CONDOMINIUM
CD930075,EAGLE RIDGE CONDOMINIUM PHASE C,"KINGSGATE PARKWAY, NANUET, NY, 10977",CONDOMINIUM
CD950073,TRIBECA NORTH *RESUBMIT*,"429-435 GREENWICH STREET, NEW YORK, NY, 10013",CONDOMINIUM
H950020,BLOSSOM WOODS HOA,"ROUTE 22, HEBRON, NY, 12865",HOMEOWNERS ASSOCIATION
C810120,1674 BROADWAY,"1674 BROADWAY, NEW YORK, NY, 10019",COOPERATIVE
C840187,DRIFTWOOD COVE,"FRONT & 9TH STREETS, GREENPORT, NY, 11944",COOPERATIVE
C840229,801 UNION STREET,"801 UNION STREET, BROOKLYN, NY, 11217",COOPERATIVE
C840375,65-70 BOOTH STREET,"65-70 BOOTH STREET, REGO PARK, NY, 11374",COOPERATIVE
C860008,WOODCREST GARDENS,"WOODCREST GARDENS/ ROUTE 6, MAHOPAC, NY, 10541",COOPERATIVE
C860373,349 SIXTH AVENUE CORP.,"349 SIXTH AVENUE, BROOKLYN, NY, 11215",COOPERATIVE
C880183,2186 GRAND CONCOURSE,"2186 GRAND CONCOURSE, BRONX, NY, 10458",COOPERATIVE
C910017,CEDAR COVE GOLDEN AGE HOUSING,"CEDAR STREET, SEAFORD, NY",COOPERATIVE
C930015,CANAL PONDS BUSINESS PK.,"LONG POND RD & RIDGEWAY AVE   *NA940039*, GREECE, NY, 14626",COOPERATIVE
CD840194,YORKSHIRE GARDENS CONDOMINIUM,"42-20 KISSENA BOULEVARD, FLUSHING, NY, 11355",CONDOMINIUM
CD840335,OCTAVIA,"216-218 EAST 47TH STREET, NEW YORK, NY, 10017",CONDOMINIUM
CD850246,BLUEBERRY HILL CONDOMINIUM,"100 ROUTE 306, MONSEY, NY, 10952",CONDOMINIUM
CD880088,NORTHBRIDGE TERRACE CONDOMINIUM,"3220 FAIRFIELD AVENUE, RIVERDALE, NY, 10463",CONDOMINIUM
CD880272,144-63 37TH AVENUE  CONDOMINIUM,"144-63 37TH AVENUE, FLUSHING, NY, 11363",CONDOMINIUM
CD880460,121 WEST 20TH STREET CONDOMINIUM,"121 WEST 20TH STREET, NEW YORK, NY, 10011",CONDOMINIUM
C790305,179 TENANTS CORP,"179 E. 79TH STREET, NEW YORK, NY, 10021",COOPERATIVE
C820088,275 WEBSTER AVENUE *CPS-5-02-010*,"275 WEBSTER AVENUE, BROOKLYN, NY, 11230",COOPERATIVE
C850438,ESTATES AT BAYSIDE (CPS-6-#94-001),"221-02, 10/30 64TH AVENUE, NEW YORK, NY, 11364",COOPERATIVE
C860665,244 SACKETT TOWNHOUSE CORP,"244 SACKETT STREET, BROOKLYN, NY, 11231",COOPERATIVE
C870046,101 LINCOLN ROAD,"101 LINCOLN ROAD, BROOKLYN, NY, 11225",COOPERATIVE
C880129,3111 BRIGHTON FIRST PLACE,"3111 BRIGHTON FIRST PLACE, BROOKLYN, NY, 11235",COOPERATIVE
CD810170,JEFFERSON VILLAGE CONDO NO.9 (SEE CD-83-281),"FLINTLOCK WAY, JEFFERSON VILLAGE, YORKTOWN, NY, 99999",CONDOMINIUM
CD850338,CLERMONT CONDOMINIUM I,"6 BURD STREET, NYACK, NY, 10960",CONDOMINIUM
CD860333,1433 47TH STREET CONDOMINIUM,"1433 47TH STREET, BROOKLYN, NY, 11219",CONDOMINIUM
CD880263,BAYBERRY CONDOMINIUM,"621-624 BAYBERRY WALK, OCEAN BEACH, NY, 11770",CONDOMINIUM
CD880331,BLEECKER-GROVE CONDOMINIUM,"312-314 BLEECKER ST AKA 48 GROVE STREET, NEW YORK, NY, 10014",CONDOMINIUM
CD890024,FOUNTAINBLEAU CONDOMINIUM,"306 EAST 105TH STREET, NEW YORK, NY, 10025",CONDOMINIUM
H850051,LONG POND H.O.A.,"LONG POND ROAD, GREECE, NY, 14616",HOMEOWNERS ASSOCIATION
NY840025,"231 MAUJER STREET (RS-3 FILED ABAND, 1/8/86)","231 MAUJER STREET, BROOKLYN, NY, 11206",OTHER
NY910084,353 WEST 117TH STREET HDFC,"353 WEST 117TH STREET, NEW YORK, NY",OTHER
C830105,118-11 84TH AVENUE,"118-11 84TH AVENUE, KEW GARDENS, NY, 11415",COOPERATIVE
C830134,26 STRONG PLACE,"26 STRONG PLACE, BROOKLYN, NY, 11231",COOPERATIVE
C850512,37-20-26-50 & 56 87TH ST./*CPS-6-#95-025*,"37-20-26-50 & 56 87TH ST./MONTICELLO, JACKSON HEIGHTS, NY, 11372",COOPERATIVE
C860160,305 RIVERSIDE DR.(RS3 FILED 4/28/88-ABANDONED,"305 RIVERSIDE DRIVE, NEW YORK, NY, 10025",COOPERATIVE
C870101,8 SOUTH OXFORD STREET,"8 SOUTH OXFORD STREET, BROOKLYN, NY, 11217",COOPERATIVE
C870447,2-346 EDMUNTON DRIVE (FAIRFIELD),"2-346 EDMUNTON DRIVE, N BABYLON, NY, 11703",COOPERATIVE
C890115,7501 RIDGE BOULEVARD,"7501 RIDGE BOULEVARD, BROOKLYN, NY, 11209",COOPERATIVE
CC850008,SANFORD AVENUE,"136-05 SANFORD AVENUE, NEW YORK, NY, 11355",COOPERATIVE/CONDOMINIUM
CD830172,PIPES COVE CONDOMINIUM,"SIXTH STREET VILLAGE OF GREENPORT, SOUTHOLD, NY, 11944",CONDOMINIUM
CD850112,402 EAST 64TH STREET (CPS-1),"402 EAST 64TH STREET, NEW YORK, NY",CONDOMINIUM
CD850417,KENSINGTON PLAZA CONDOMINUIM,"123 MIDDLE NECK ROAD, GREAT NECK, NY, 11021",CONDOMINIUM
CD870415,105 FOURTH AVENUE CONDOMINIUM,"105 FOURTH AVENUE, BROOKLYN, NY, 11217",CONDOMINIUM
CD890413,LAMPLIGHT VILLAS COMDOMINIUM,"HUDSON VIEW DRIVE AND STERLING STREET, FISHKILL, NY, 12508",CONDOMINIUM
H870203,BLACK OAK LANE HOA,"925 MITCHELL ST, EXT., ITHACA, NY, 14850",HOMEOWNERS ASSOCIATION
NY860023,408 WEST 25TH STREET,"408 WEST 25TH STREET, NEW YORK, NY, 10001",COOPERATIVE
C840016,305 WEST 72ND STREET,"305 WEST 72ND STREET, NEW YORK, NY, 10023",COOPERATIVE
C850159,MONTGOMERY TENANTS CORP,"24 MONTGOMERY PLACE, BROOKLYN, NY, 11215",COOPERATIVE
C860190,54 EAST 1ST STREET,"54 EAST 1ST STREET, NEW YORK, NY",COOPERATIVE
C860495,89-19 171ST STREET,"89-19 171ST STREET, JAMAICA, NY, 11432",COOPERATIVE
C880072,23 LEROY STREET,"23 LEROY STREET, NEW YORK, NY, 10014",COOPERATIVE
CD830028,LE TRIOMPHE COND.(ABANDONED 8/16/83 RS-3),"245 EAST 58 STREET, NEW YORK, NY, 10022",CONDOMINIUM
CD860095,VISTA AT KINGSGATE CONDO SECTION I,"KINGSGATE PARKWAY, NANUET, NY, 10954",CONDOMINIUM
CD860488,SQUIRE VILLAGE CONDOMINIUM,"ROUTE 94, NEW WINDSOR, NY, 12550",CONDOMINIUM
CD880093,FARRINGTON ARMS CONDOMINIUM,"144-28 BARCLAY AVENUE, FLUSHING, NY, 11355",CONDOMINIUM
CD880368,SOCIETY HILL AT GALLOWAY II-CPS-1-WITHDRAWN,"WRANGLEBORO ROAD   (9/21/88-SEE: CD88-392), GALLOWAY TNSHP, NJ, 07701",CONDOMINIUM
CD900088,FRANKLIN AVENUE CONDOMINIUMS(CPS1),"1190-2 & 1239 FRANKLIN AVE., BRONX, NY, 10456",CONDOMINIUM
CD940080,BRADHURST (CPS-1),"2611-2623  FREDERICK DOUGLASS BOULEVARD, NEW YORK, NY, 10030",CONDOMINIUM
H810051,VERBECH VILLAGE # 3,"VERBECH VILLAGE #3 (UNKNOWN), MANLIUS, NY, 13104",HOMEOWNERS ASSOCIATION
H920039,BALSAM CREST HOA INC,"GREEN MANSIONS ROAD, WARRENSBURG, NY, 12885",HOMEOWNERS ASSOCIATION
NY910080,129-35 RIDGE STREET HDFC,"129-35 RIDGE STREET, NEW YORK, NY",OTHER
C800588,110 HICKS STREET,"110 HICKS STREET, BROOKLYN, NY, 11201",COOPERATIVE
C810589,207 PARK PLACE,"207 PARK PLACE, BROOKLYN, NY, 11238",COOPERATIVE
C810638,105 WEST 13TH STREET *CPS-5/08-003*,"105 W. 13TH ST., NEW YORK, NY, 10011",COOPERATIVE
C850354,"91-15 LAMONT AVENUE APARTMENTS, INC","91-15 LAMONT AVENUE, ELMHURST, NY, 11373",COOPERATIVE
C900093,EQUUS CLUB (THE)(CPS-1),"WESTERLYSIDE OF SILVER SPRING ROAD, SOUTH SALEM, NY, 06840",COOPERATIVE
CC900005,VICTORIA MEWS CONDO **(RS-3-FILED 10/6/92),"50 NORTH BORADWAY, NYACK, NY, 10960",COOPERATIVE/CONDOMINIUM
CC940001,476 BROADWAY CONDO,"476 BROADWAY, NEW YORK, NY, 10013",COOPERATIVE/CONDOMINIUM
CD810042,GOLF VIEW COND. II,"FOREST HILLS ROAD & RICHMOND HILLS ROAD, STATEN ISLAND, NY, 10314",CONDOMINIUM
CD820108,MADISON FOUR CONDO,"4 MADISON PLACE, ALBANY, NY, 12202",CONDOMINIUM
CD840128,LYDIG CONDOMINIUM,"1144 LYDIG AVENUE, BRONX, NY, 10461",CONDOMINIUM
CD870144,HIGHVIEW CONDOMINIUM,"3636 WALDO AVENUE, BRONX, NY, 10471",CONDOMINIUM
CD910089,1407 60TH STREET CONDOMINIUM (THE),"1407 60TH STREET, BROOKLYN, NY, 11219",CONDOMINIUM
H880036,WHITEHALL STATION,"WHITEHALL ROAD, ALBANY, NY, 12205",HOMEOWNERS ASSOCIATION
H880055,SADDLE RIDGE SUBDIVISION HOA (RESUB),"BLUHM ROAD, PERINTON, NY, 14450",HOMEOWNERS ASSOCIATION
H930010,GANNON HOA,"77-127 NORTH GANNON AVENUE, STATEN ISLAND, NY, 10314",HOMEOWNERS ASSOCIATION
C790350,123 E. 36TH ST OWNERS CORP,"123 E. 36TH ST, NEW YORK, NY, 10016",COOPERATIVE
C820090,401 EIGHTH AVENUE,"401 EIGHTH AVENUE, BROOKLYN, NY, 11215",COOPERATIVE
C850166,315 87TH STREET,"315 87TH STREET, BROOKLYN, NY, 11209",COOPERATIVE
C880192,33 WILLIAMS STREET/ WILLIAMS MANOR,"33 WILLIAMS STREET, MOUNT VERNON, NY, 10552",COOPERATIVE
C880216,25-06 30TH DRIVE,"25-06 30TH DRIVE, ASTORIA, NY, 11102",COOPERATIVE
CD800094,SPRING BROOK COND.,"NORTHERN AVE. & FAIR ST. (SPRING BROOK), COLD SPRINGS, NY, 10516",COOPERATIVE
CD830232,DELMONICO PLAZA,"41-55 EAST 59TH STREET, NEW YORK, NY, 10019",CONDOMINIUM
CD910101,158 RIVINGTON CONDOMINIUM,"158 RIVINGTON STREET, NEW YORK, NY",CONDOMINIUM
H860107,FOX MEADOW LANE H.O.A ASSN (RESUBMIT),"LLOYD HARBOR, SUFFOLK, NY, 10038",HOMEOWNERS ASSOCIATION
H870079,"TOBIAS HILL COMMONS, INC  (RESUBMIT)","CLOVE ROAD, SALISBURY MILLS, NY, 12577",HOMEOWNERS ASSOCIATION
H880105,CAMBRIDGE VILLAGE  HOA,"CAMBRIDGE COURT, LLOYD, NY, 12528",HOMEOWNERS ASSOCIATION
H890084,DRUMGOOLE HOMEOWNERS,"DRUMGOOLE ROAD, STATEN ISLAND, NY, 10314",HOMEOWNERS ASSOCIATION
H910027,WATERWOOD ESTATES,"WHITEWOON DRIVE, MASSAPEQUA PARK, NY, 11762",HOMEOWNERS ASSOCIATION
