ID,Name,Address,Type
H890188,BATTENKILL OVERLOOK HOMEOWNERS ASSOC INC,"75 EAST MAIN STREET, ROUTE 313, JACKSON, NY, 12816",HOMEOWNERS ASSOCIATION
NY880040,127-31 WEST 170TH STREET,"127-31 WEST 170TH STREET, BRONX, NY",COOPERATIVE
C850416,406 SEVENTH AVENUE,"406 SEVENTH AVENUE, BROOKLYN, NY, 10001",COOPERATIVE
C850550,512 EAST 13TH STREET (RS-3 FILED 8/6/87),"512 EAST 13TH STREET, NEW YORK, NY, 10009",COOPERATIVE
C860064,220 LINCOLN PLACE (RESUBMIT),"220 LINCOLN PLACE, BROOKLYN, NY, 11201",COOPERATIVE
C880010,"540 ST JOHNS PLACE (ABANDONED 6/26/90,RS-3","540 ST JOHNS PLACE              FILED), BROOKLYN, NY, 11238",COOPERATIVE
C880254,121 WEST 82 CORP.,"121 WEST 82ND STREET, NEW YORK, NY, 10024",COOPERATIVE
C890003,2440 OLINVILLE AVENUE,"2440 OLINVILLE AVENUE, BRONX, NY, 10467",COOPERATIVE
C920018,HIGHBRIDGE VILLAGE HOMES,"NELSON AVENUE-EAST 169TH ST & 170TH STREET, BRONX, NY, 10460",COOPERATIVE
CD820190,"ENVIRON TOWERS I, A CONDOMINIUM","7100, 7200 RADICE COURT, LAUDERHILL, FL, 33319",CONDOMINIUM
CD850016,VILLAGES OF SEAPORT CPS-1,"8850 NORTH ATLANTIC AVENUE, CAPE CANAVERAL, FL, 32920",CONDOMINIUM
CD880042,OCEAN GARDENS CONDOMINIUM NO. 1,"1715 OCEAN AVENUE, BROOKLYN, NY, 11219",CONDOMINIUM
CD890227,1161 47TH STREET CONDOMINIUM,"1161 47TH STREET, BROOKLYN, NY, 11219",CONDOMINIUM
CD930005,LEFFERTS COURT CONDO,"645 LEFFERTS AVENUE, BROOKLYN, NY, 11203",CONDOMINIUM
H840002,POINT PLEASANT DEVELOPMENT ASSOC. CPS-1,"POINT PLEASANT, IRONDEQUOIT, NY, 14617",HOMEOWNERS ASSOCIATION
H860141,GREENVIEW SHORES 1 & 2(CPS-1),"FOREST HILL BOULEVARD, WELLINGTON, FL, 33414",HOMEOWNERS ASSOCIATION
H890160,HUNTER TRAIL (CPS-1),"2001 MIDLAND ROAD, SOUTH PINES, NC",HOMEOWNERS ASSOCIATION
C790054,300 EAST 74TH STREET,"300 EAST 74TH STREET, NEW YORK, NY, 10021",COOPERATIVE
C790115,258 WEST 93RD STREET,"258 WEST 93RD STREET, NEW YORK, NY, 10025",COOPERATIVE
C810314,310 EAST 51ST STREET,"310 E. 51ST ST., NEW YORK, NY, 10022",COOPERATIVE
C820299,BANBURY SQUARE APTS.,"20 MAIN STREET, GARNERVILLE, NY, 10923",COOPERATIVE
C830089,HERMITAGE AT NAPEAQUE,"NAPEAQUE DUNES DEVELOPMENT CORP, AMAGANSETT, NY, 11930",COOPERATIVE
C850058,306 WEST 4TH STREET,"306 WEST 4TH STREET *CPS-5-06/008*, NEW YORK, NY, 10014",COOPERATIVE
C850685,800 CORTELYOU ROAD  (CPS-6/92-007),"800 CORTELYOU ROAD, BROOKLYN, NY, 11218",COOPERATIVE
C880417,310 WEST END AVENUE,"310 WEST END AVENUE, NEW YORK, NY, 10023",COOPERATIVE
C890044,10 MANHATTAN AVENUE,"10 MANHATTAN AVENUE, NEW YORK, NY, 10025",COOPERATIVE
CD790086,KINGSWALK CONDOMINIUM II,"KINGSWALK, STATEN ISLAND, NY, 99999",CONDOMINIUM
CD850170,MEADOWS AT CROSS RIVER CONDO I*CPS-5-91-004),"ROUITE 35, CROSS RIVER, NY, 10518",CONDOMINIUM
CD850285,MEADOWS AT CROSS RIVER CONDO II *CPS-5-91-005,"ROUTE 35, CROSS RIVER, NY, 10518",CONDOMINIUM
CD850404,BATTERY POINTE F/K/A (THE SOUNDINGS WEST),"300 RECTOR STREET, NEW YORK, NY, 10280",CONDOMINIUM
CD870110,TOWERS ON THE PARK CONDO.,"300,301 CATHDERAL PKWY/220 MANHATTAN AVE, NEW YORK, NY, 10025",CONDOMINIUM
NY880028,2068/72/78 BATHGATE AVENUE,"2068/72/78 BATHGATE AVENUE, BRONX, NY, 10457",COOPERATIVE
C800455,21ST/ TENANTS CORP.,"38 E. 21ST., NEW YORK, NY, 10010",COOPERATIVE/CONDOMINIUM
C820453,"20 BETHUNE ST. OWNERS CORP, (CPS-5, #89-069)","20 BETHUNE STREET, NEW YORK, NY, 10017",COOPERATIVE
C840451,881 UNION STREET HOUSING CORPORATION,"881 UNION STREET, BROOKLYN, NY, 11215",COOPERATIVE
C850451,20 HILL PARK AVENUE,"20 HILL PARK AVENUE, GREAT NECK, NY, 11021",COOPERATIVE
C860309,123 PROSPECT PLACE REALTY CORP,"123 PROSPECT PLACE, BROOKLYN, NY, 11238",COOPERATIVE
C860438,447 TENTH STREET,"447 TENTH STREET, BROOKLYN, NY, 11215",COOPERATIVE
C870529,DUNE DECK **CPS-#6-96-009)**,"379 DUNE DECK ROAD, WESTHAMPTON BEACH, NY",COOPERATIVE
C920021,PINES AT MOUNT ALVERNO (CPS-1),"20 GRANT STREET, WARWICK, NY, 10990",COOPERATIVE
CD800180,PARKWAY APARTMENTS (** NEW # CD80-108),"151 BUFFALO AVENUE, NIAGARA FALLS, NY, 14302",CONDOMINIUM
CD830082,FAIRWAYS AT NORTH HILLS,"SHELTER ROCK ROAD, NORTH HILLS, NY, 99999",CONDOMINIUM
CD940046,HERITAGE HILLS OF WESTCHESTER CONDO 28,"HERITAGE HILLS, SOMERS, NY, 10589",CONDOMINIUM
H900079,SADDLE RIDGE FARM AT KENT HOA(RESUBMIT),"ROUTE 7, KENT, CT, 06757",HOMEOWNERS ASSOCIATION
H910078,DEEPWOOD HOA,"HARDY/KILBURN ROAD, WILMINGTON, NY, 12997",HOMEOWNERS ASSOCIATION
NY910093,163 LEFFERTS PLACE HDFC,"163 LEFFERTS PLACE, BROOKLYN, NY, 11212",OTHER
NY940067,108 MESEROLE STREET HDFC,"108 MESEROLE STREET, BROOKLYN, NY",OTHER
C790197,53 EAST 65TH ST. OWNERS CORP,"53 E. 65TH STREET, NEW YORK, NY, 10021",COOPERATIVE
C800460,TERRACE GARDEN PLAZA,"915 & 920 E. 17TH ST;1615 AVE I, BROOKLYN, NY, 11230",COOPERATIVE
C810531,345 EAST 81ST STREET (CPS-5 #89-087),"345 E. 81ST ST., NEW YORK, NY, 10028",COOPERATIVE
C850612,100 OCEAN PARKWAY/ AKA THE KENSINGTON,"100 OCEAN PARKWAY, BROOKLYN, NY, 11218",COOPERATIVE
C860587,299 EAST 8TH STREET OWNERS,"299 EAST 8TH STREET, NEW YORK, NY, 10003",COOPERATIVE
C860696,96 PROSPECT PLACE,"96 PROSPECT PLACE, BROOKLYN, NY, 11217",COOPERATIVE
CD850486,PIER-LOUN POINT CONDO,"1 PARK PLACE, NEWBURGH, NY, 12550",CONDOMINIUM
CD860187,692 GREENWICH STREET CONDOMINIUM,"692 GREENWICH STREET, NEW YORK, NY, 10012",CONDOMINIUM
CD860296,PARK VIEW TOWERS CONDOMINIUM,"108 EAST 96TH STREET, NEW YORK, NY, 10128",CONDOMINIUM
CD860530,1531 58TH STREET CONDO,"1531 58TH STREET, BROOKLYN, NY, 11219",CONDOMINIUM
CD880479,PORT LIBERTE' CONDOMINIUM(CPS-1),"FOOT OF CHAPEL AVENUE, JERSEY CITY, NJ, 07302",CONDOMINIUM
CD900001,CORAL POINTE AT HARBOURSIDE(CPS-1),"3401 PASADENA AVENUE, S. PASADENA, FL, 33707",CONDOMINIUM
H740010,RADISSON COMMUNITY ASSOCIATION HOA,"3128 AMESBURY DRIVE, BALDWINSVILLE, NY, 13027",HOMEOWNERS ASSOCIATION
NY880025,346 WEST 48TH STREET,"346 WEST 48TH STREET, NEW YORK, NY",COOPERATIVE
NY900059,157 WEST 123RD STREET HFDC,"157 WEST 123RD STREET, NEW YORK, NY, 10027",OTHER
C800157,"FIRST AVENUE OWNERS, INC.","333 E. 79TH ST. 340 E. 80TH ST., NEW YORK, NY, 10021",COOPERATIVE
C820155,FOUNTAINBLEAU APTS.,"8855 BAY PARKWAY, BROOKLYN, NY, 11223",COOPERATIVE
C820393,444-446 EAST 58TH STREET,"444-446 EAST 58TH STREET, NEW YORK, NY, 10022",COOPERATIVE
C840153,EXECUTIVE HOUSE,"72-35 112TH STREET, FOREST HILLS, NY, 11375",COOPERATIVE
C840372,"264 WEST 22ND STREET OWNERS, INC.","264 WEST 22ND STREET, NEW YORK, NY, 10011",COOPERATIVE
C840391,110-34 73RD ROAD,"110-34 73RD ROAD, FOREST  HILLS, NY, 11375",COOPERATIVE
C860151,736A UNION STREET OWNERS CORP,"736A UNION STREET, BROOKLYN, NY, 11215",COOPERATIVE
C870469,1030 PARK PLACE (RS-3 FILED 5/9/90),"1030 PARK PLACE, BROOKLYN, NY, 11213",COOPERATIVE
C880096,1280 OCEAN AVENUE,"1280 OCEAN AVENUE, BROOKLYN, NY, 11230",COOPERATIVE
CD800060,"KENSINGTON PARK TOWN HOMES,III","KENSINGTON PARK TOWN HOMES, III, FORT LEE, NJ, 99999",CONDOMINIUM
CD830136,WHISPERING HILLS CONDO I,"ROUTE 94, CHESTER, NY, 10918",CONDOMINIUM
CD880496,423 95TH STREET (CPS-1),"423 95TH STREET, BROOKLYN, NY, 11269",CONDOMINIUM
CD950102,GRAMERCY EAST CONDOMINIUM(RESUBMIT),"312 EAST 22ND STREET, NEW YORK, NY, 10010",CONDOMINIUM
H840099,CREEK RIDGE HOA,"ROUTE 242     (RESUBMIT), ELLICOTTVILLE, NY, 14731",HOMEOWNERS ASSOCIATION
H860038,RICHMOND HILL COURT H.O.A,"BARLOW, MACON & BRANDIES AVE, STATEN ISLAND, NY, 10308",HOMEOWNERS ASSOCIATION
C790024,49 EAST OWNERS CORPORATION,"49 EAST 12TH STREET, NEW YORK, NY, 10011",COOPERATIVE
C790374,PRINCE & PRINCESS COOPERATIVE ARTISTS,"141 PRINCE ST., NEW YORK, NY, 10012",COOPERATIVE
C850028,139-06 PERSHING CRESCENT,"139-06 PERSHING CRESCENT, BRIARWOOD, NY, 11435",COOPERATIVE
C850539,2 LINCOLN HOUSING CORP,"2 LINCOLN PLACE, BROOKLYN, NY, 11217",COOPERATIVE
CD820250,LUCERNE LAKES GOLF COLONY #11,"LUCERNE LAKES BLVD & GOLF COLONY COURT, LAKE WORTH, FL, 33461",CONDOMINIUM
CD850208,SUTTON PLACE (CPS-1),"360 EAST 56TH STREET, NEW YORK, NY",CONDOMINIUM
CD860454,178-184 EAST SECOND STREET CONDO,"178-184 EAST SECOND STREET, NEW YORK, NY, 10009",CONDOMINIUM
CD870169,LAKE-IN-THE-WOODS (VERO BEACH) (CPS-1),"6905 29TH STREET, VERO BEACH, FL, 32960",CONDOMINIUM
CD890480,OLDE TROLLEY STOP CONDOMINIUM  *OLD #CC89-030,"514 9TH ST., A/K/A 902 8TH AVENUE, BROOKLYN, NY, 11215",CONDOMINIUM
CD920056,103 MOTT STREET CONDOMINIUM,"103 MOTT STREET, NEW YORK, NY, 10013",CONDOMINIUM
H860073,"PARKLAND HOMEOWNERS ASSOCIATION, INC.","SPRING AVENUE, WATERTOWN, NY, 13601",HOMEOWNERS ASSOCIATION
H880071,QUAKER-VALLEY AT PAWLING (CPS-1),"SOUTH STREET, PAWLING, NY",HOMEOWNERS ASSOCIATION
NY900026,108 DIVISION AVENUE HDFC,"108 DIVISION AVENUE, BROOKLYN, NY, 11211",OTHER
NY910025,2027 PACIFIC STREET (HDFC),"2027 PACIFIC STREET, BROOKLYN, NY, 11233",COOPERATIVE
NY910028,543 WEST 160TH STREET (HDFC),"543 WEST 160TH STREET, NEW YORK, NY",COOPERATIVE
C810316,GRYMES HILL MANOR ESTATES,"GRYMES HILL, STATEN ISLAND, NY, 10301",COOPERATIVE
C840342,CHURCHVIEW COOPERATIVE,"105 WYCKOFF STREET, BROOKLYN, NY, 10025",COOPERATIVE
C840489,309 HICKS HOUSING CORP.,"309 HICKS STREET, BROOKLYN, NY, 11201",COOPERATIVE
C880066,9747 SHORE ROAD  (RESUBMIT),"9747 SHORE ROAD, BROOKLYN, NY, 11209",COOPERATIVE
CD820099,HARBOUR HOUSE CONDOMINIUM,"270 WEST FIRST STREET, OSWEGO, NY, 13126",CONDOMINIUM
CD820223,LEISURE VILLAGE WEST #64,"MANCHESTER TOWNSHIP, MANCHESTER TOWNSHIP, NJ, 99999",CONDOMINIUM
CD840221,ROUGH RIDERS LANDING CONDOMINIUM I,"ROUGH RIDERS LANDING NOS. 1-106, MONTAUK, NY, 11954",CONDOMINIUM
CD870283,PLAZA 100 CONDOMINIUM,"100 GREAT NECK ROAD, GREAT NECK, NY",CONDOMINIUM
CD880355,LANDMARK TOWERS (CPS-1),"3817 VENTNOR AVE, ATLANTIC, NJ, 08401",CONDOMINIUM
H790023,ELM RIDGE TOWNHOUSE H.O.A. INC,"3 BOULDERS DRIVE, WINDHAM, NY, 12496",HOMEOWNERS ASSOCIATION
H860150,PINES OF RAINBOW LAKE ESTATES (CPS-1),"ROUTE 4 BOX 197, DUNNELLON, FL, 32630",HOMEOWNERS ASSOCIATION
H910080,CRYSTAL BEACH TENNIS & YACHT CLUB,"ERIE RIDGEWAY ROADS, FORT ERIE, ON",HOMEOWNERS ASSOCIATION
H960043,"VILLAGES @ HUNTINGTON HOA, INC. (THE)","OLD COUNTRY ROAD, MELVILLE, NY, 11746",HOMEOWNERS ASSOCIATION
NY820018,201 EAST 165TH ST,"201 EAST 165TH ST, BRONX, NY, 10456",COOPERATIVE
NY920077,519-21 WEST 160TH STREET HDFC,"519-21 WEST 160TH STREET, NEW YORK, NY",OTHER
C790069,"771 WEST END AVENUE, INC","771 WEST END AVE, NEW YORK, NY, 10025",COOPERATIVE
C790455,112 OWNERS LTD.,"112 EAST 73RD ST., NEW YORK, NY, 10021",COOPERATIVE
C800143,7656 OWNERS CORP.,"76 E. 56TH ST., NEW YORK, NY, 10022",COOPERATIVE
C810432,1580 EAST 13TH STREET,"1580 EAST 13TH STREET, BROOKLYN, NY, 11230",COOPERATIVE
C820125,HARRISON PARK TOWERS,"377 SOUTH HARRISON STREET, EAST ORANGE, NJ, 99999",COOPERATIVE
C840123,235 BERKELEY PLACE,"235 BERKELEY PLACE, BROOKLYN, NY, 11217",COOPERATIVE
C840154,107 WAVERLY PLACE (ABANDONED RS-3),"107 WAVERLY PLACE, NEW YORK, NY, 10011",COOPERATIVE
C860121,3039 OCEAN PARKWAY,"3039 OCEAN PARKWAY, BROOKLYN, NY, 11235",COOPERATIVE
C880078,30 PILOT STREET,"30 PILOT STREET, BRONX, NY, 10464",COOPERATIVE
CD790024,BARCLAY WOODS CONDO #1,"BARCLAY WOODS, BARCLAY WOODS, NJ, 99999",CONDOMINIUM
CD800030,ALAMO CONDOMINIUM,"55 EAST 93RD STREET, NEW YORK, NY, 10028",CONDOMINIUM
CD880466,SILK MILL CONDOMINIUM,"39 CHURCH ST, PORT JERVIS, NY, 12771",CONDOMINIUM
CD920079,333-341 KOSCIUSKO STREET(CPS-1),"333-341 KOSCIUSKO STREET, BROOKLYN, NY, 11206",CONDOMINIUM
CD920106,9 NORTH MOORE STREET CONDOMINIUM,"9 NORTH MOORE STREET, NEW YORK, NY, 10013",CONDOMINIUM
NY940071,237-39 HANCOCK STREET HDFC,"237-39 HANCOCK STREET, BROOKLYN, NY, 11216",OTHER
C780097,BRONXVILLE-HAMPSHIRE,"250 BRONXVILLE ROAD, BRONXVILLE, NY, 10708",COOPERATIVE
C800431,"TOWN & COUNTRY RESORT COMMUNITY, INC.","UNKNOWN, MONTICELLO, NY, 12701",COOPERATIVE
C800458,133 8TH AVE. & 10 MONTGOMERY PLACE,"133 8TH AVE. &  10 MONTGOMERY PLACE, BROOKLYN, NY, 11215",COOPERATIVE
C810007,81-14 BAXTER AVENUE,"81-14 BAXTER AVE., ELMHURST, NY, 11373",COOPERATIVE
C830034,349 WEST 53RD STREET APARTMENT CORPORATION,"349 WEST 53RD STREET, NEW YORK, NY, 10019",COOPERATIVE
C850003,24 ST. MARKS AVENUE HOUSING CORP.,"24 ST. MARKS AVENUE, BROOKLYN, NY, 11215",COOPERATIVE
C870001,583 WEST 215TH ST (ABANDONED RS-3 -2/3/89),"583 WEST 215TH STREET, NEW YORK, NY, 10034",COOPERATIVE
CC860028,412 SEVENTH AVENUE,"412 SEVENTH AVENUE, BROOKLYN, NY",COOPERATIVE/CONDOMINIUM
CD830283,SOUTHPOINTE UNIT III CPS-1,"WOODGATE BLVD, ORLANDO, FL, 32822",CONDOMINIUM
CD850012,CHASEWORTH NORTH(CPS-1),"170 38 CENTRAL BOULEVARD, JUPITER, FL, 33458",CONDOMINIUM
CD880286,129 DUANE CONDOMINIUM,"129 DUANE STREET, NEW YORK, NY, 10013",CONDOMINIUM
H790027,ABINGDON HOMEOWNERS ASSOCIATION,"16 FLAGG PLACE, STATEN ISLAND, NY, 10304",HOMEOWNERS ASSOCIATION
H850026,"FOUNTAIN SOUTH VILLAS TWO ASSN,INC (RESUBMIT)","THE FOUNTAIN OF PALM BEACH, LAKE WORTH, FL, 33463",HOMEOWNERS ASSOCIATION
H880047,VIRGINIA'S CHESAPEAKE SHORES HOA,"ROUTE 644, CAPEVILLE DISTRICT, VA",HOMEOWNERS ASSOCIATION
H910059,"ANCRAM WOODS H.O.A., INC.","FIVE ROSES ROAD, TOWN OF ANCRAM, NY, 11520",HOMEOWNERS ASSOCIATION
C820268,840 SHORE ROAD,"840 SHORE ROAD, LONG BEACH, NY, 11561",COOPERATIVE
C850317,118 WAVERLY PLACE,"118 WAVERLY PLACE, NEW YORK, NY, 10011",COOPERATIVE
C860009,371 FORT WASHINGTON AVE,"371 FORT WASHINGTON AVENUE, NEW YORK, NY, 10033",COOPERATIVE
C860374,2 MARINE AVENUE *CPS-5/07-0016*,"2 MARINE AVENUE, BROOKLYN, NY, 11209",COOPERATIVE
C870503,87 JORALEMON ST,"87 JORALEMON ST, BROOKLYN, NY, 11201",COOPERATIVE
CC880020,GOLDEN KEY,"446 MYRTLE AVENUE, BROOKLYN, NY",COOPERATIVE/CONDOMINIUM
CD850105,WOODBROOKE ESTATES CONDOMINIUM SECTION VI,"164 GRAFE STREET, STATEN ISLAND, NY, 10309",CONDOMINIUM
CD860162,GEMSTONE CONDO (THE),"348 EAST 89TH STREET, NEW YORK, NY, 10028",CONDOMINIUM
CD860519,BURNT STORE MARINA VILLAGE (CPS-1),"ONE MATECUMBE KEY ROAD, PUNTA GORDA, FL, 33955",CONDOMINIUM
CD870214,118 CLINTON AVENUE CONDOMINIUM,"118 CLINTON AVENUE, BROOKLYN, NY, 11205",CONDOMINIUM
CD890101,PARK AVENUE COURT CONDOMINIUM,"120 EAST 87TH STREET   (RESUBMIT), NEW YORK, NY, 10128",CONDOMINIUM
H870056,CEDAR RIDGE HOMEOWNERS ASSOCIATION,"AYRAULT ROAD, PERINTON, NY, 14534",HOMEOWNERS ASSOCIATION
L800005,113 GREENE ST. OWNER'S CORP.,"113 GREENE ST., NEW YORK, NY, 10012",COOPERATIVE
L820003,GRAMERCY,"25 EAST 21ST STREET, NEW YORK, NY, 10010",CONDOMINIUM
NY920073,924 HART STREET HDFC,"924 HART STREET HDFC, BROOKLYN, NY, 11237",OTHER
C800020,229 EAST 81ST STREET,"229 EAST 81ST ST., NEW YORK, NY, 10028",COOPERATIVE
C810267,42-65 KISSENA BLVD./THE NEWPORT,"42-65 KISSENA BOULEVARD, FLUSHING, NY, 11355",COOPERATIVE
C830265,51 LINCOLN AVENUE *CPS-5-* 1999*,"51 LINCOLN AVENUE, ROCKVILLE CENTRE, NY, 11570",COOPERATIVE
C850263,512 EAST 82ND STREET *(CPS-8 #02/008),"512 EAST 82ND STREET, NEW YORK, NY, 10028",COOPERATIVE
C870261,"100 PARKINSON AVE/120,131/134 FAYETTE (RESUB)","100 PARKINSON AVE, 120,131 & 134 FAYETTE AVE, STATEN ISLAND, NY, 10305",COOPERATIVE
CD860324,274 PROSPECT PARK WEST CONDOMINIUM,"274 PROSPECT PARK WEST, BROOKLYN, NY, 11215",COOPERATIVE
CD860507,COLONIAL ARMS CONDOMINIUM,"19 E COLONIAL DRIVE, NEW PALTZ, NY, 12561",CONDOMINIUM
CD870297,CHATHAM IN CHELSEA,"445 WEST 19TH STREET, NEW YORK, NY, 10019",CONDOMINIUM
CD880505,LIONS HEAD WOODS CONDO,"SHORROCK STREET, LAKEWOOD, NJ, 08701",CONDOMINIUM
CD890295,MONTAUK YACHT CLUB CONDOMINIUM(CPS-1),"STAR ISLAND ROAD, MONTAUK, NY",CONDOMINIUM
H840074,VILLAGE OAKS HOA (RESUBMIT),"MONTAUK HIGHWAY, BABYLON, NY, 11702",HOMEOWNERS ASSOCIATION
H860020,"SUMMERTREE MASTER ASSOCIATION, INC.","4447 PARADISE POINT WAY, NEW PORT RICHEY, FL, 33553",HOMEOWNERS ASSOCIATION
H880063,SUNSET VILLAGE HOMEOWNERS ASSOCIATION,"BRADLEY AVENUE, STATEN ISLAND, NY, 10314",HOMEOWNERS ASSOCIATION
H950032,BARRY COURT HOA,"MILL ROAD, STATEN ISLAND, NY, 10306",HOMEOWNERS ASSOCIATION
NY810006,302 CONVENT AVENUE,"302 CONVENT AVENUE, NEW YORK, NY, 10031",COOPERATIVE
C810728,"509 SECOND ST. HOUSING CORP. (CPS-5, #90-048)","509 SECOND ST., BROOKLYN, NY, 11215",COOPERATIVE
C820022,2035 CENTRAL PARK AVENUE,"2035 CENTRAL PARK AVENUE, YONKERS, NY, 10710",COOPERATIVE
C820169,SANFORD TERRACE,"132-61, 132-57 SANFORD AVE., FLUSHING, NY, 11355",COOPERATIVE
C820280,COVE - A PRIVATE COMMUNITY (ABANDONED 2/9/84),"MAIN BAYVIEW ROAD, SOUTHHOLD, NY, 11971",COOPERATIVE
C880124,601 EAST 19TH STREET,"601 EAST 19TH STREET/AKA 575-605 E 19TH ST, BROOKLYN, NY, 11226",COOPERATIVE
C880312,1078-182 BEDFORD AVE (HENRY HOUSE)_8(CPS-1),"1078-182 BEDFORD AVENUE, BROOKLYN, NY, 11249",COOPERATIVE
C900008,314 WEST 19TH ST. (RESUBMIT) (OLD #C88-141),"314 WEST 19TH STREET, NEW YORK, NY, 10011",COOPERATIVE
CD870286,AZORES II CONDOMINIUM,"780 BROADWAY, LONG BEACH, NY, 11561",CONDOMINIUM
CD890347,1551 59TH STREET CONDOMINIUM,"1551 59TH STREET, BROOKLYN, NY, 11219",CONDOMINIUM
CD900200,VICTORIA SPRINGS CONDO PHASE 1,"WEST AVENUE, WEST SENECA, NY, 14224",CONDOMINIUM
H860133,TIMBER PINES (RESUBMIT),"6872 TIMBER PINES BOULEVARD, SPRINGHILL, FL, 33526",HOMEOWNERS ASSOCIATION
H870215,ATHEM POND HOA,"LATTINGTOWN ROAD, GLEN COVE, NY, 11560",HOMEOWNERS ASSOCIATION
H910034,GOLDEN PONDS HOA,"WALBRIDGE ROAD, GRANGER, NY",HOMEOWNERS ASSOCIATION
NY880036,17-19 WEST 108TH STREET H.D.F.C.,"17-19 WEST 108TH STREET, NEW YORK, NY",COOPERATIVE
O800003,CLUB CALA DE PALMAS VACATION MEMBERSHIP,"PALMAS DEL MAR, HUMACAO, UN, 99999",OTHER
C840307,CAMEO MANOR,"2 OLD MAMARONECK ROAD, WHITE PLAINS, NY, 10605",COOPERATIVE
C850174,3045 OCEAN PARKWAY TENANTS CORP,"3045 OCEAN PARKWAY, BROOKLYN, NY, 11235",COOPERATIVE
C860305,210-218 FULTON STREET,"210-218 FULTON STREET, FARMINGDALE, NY, 11735",COOPERATIVE
C860739,40-80 KNIGHTSBRIDGE ROAD,"40-80 KNIGHTSBRIDGE ROAD, GREAT NECK, NY, 11021",COOPERATIVE
C870648,208-216 EAST 82ND STREET,"208-216 EAST 82ND STREET, NEW YORK, NY, 10028",COOPERATIVE
C880303,674 WEST 161ST STREET (ABANDONED-RS-3FILED),"674 WEST 161ST STREET, NEW YORK, NY, 10031",COOPERATIVE
C880307,315 OCEAN PARKWAY,"315 OCEAN PARKWAY, BROOKLYN, NY, 11218",COOPERATIVE
C930027,FLAGSTONE INN (CPS-1),"MAIN STREET, FLEISCHMANNS, NY, 12430",COOPERATIVE
CC860005,234 EIGHTH AVENUE (CPS-1),"234 EIGHTH AVENUE, NEW YORK, NY, 10011",COOPERATIVE/CONDOMINIUM
CC880003,EVERGREEN COURT CONDOMINIUM,"37-31 149TH STREET, NEW YORK, NY, 11354",COOPERATIVE/CONDOMINIUM
CD840347,305 WEST 52ND STREET CONDOMINIUM,"305 WEST 52ND STREET, NEW YORK, NY, 10019",CONDOMINIUM
CD860345,HIDDEN PINES CONDOMINIUM,"WALNUT AVENUE, BOHEMIA, NY",CONDOMINIUM
H750011,FAUN LAKE ASSOCIATION **(SOLD OUT 1/17/89),"FAUN LAKE, TOWN OF WETHERSFIELD, NY",HOMEOWNERS ASSOCIATION
H810028,"TWIN BEECHES ASSOC., INC.","475 LAKE AVE. (TWIN BEECHES), ROCHESTER, NY, 14608",HOMEOWNERS ASSOCIATION
H830061,HOPKINS ESTATES,"120 SOUTH MAIN STREET, PITTSFORD, NY, 14534",HOMEOWNERS ASSOCIATION
